"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"6","1","23","0","0","17","0.7","0.15","0","17","0","0"
"6","2","0","0","0","17","0.9","0.15","0","17","0","0"
"6","2","1","0","0","16","1.1","0.15","0","16","0","0"
"6","2","2","0","0","16","1.4","0.15","0","16","0","0"
"6","2","3","0","0","16","1.6","0.15","0","16","0","0"
"6","2","4","0","0","16","1.7","0.15","0","16","0","0"
"6","2","5","0","0","16","1.8","0.15","0","16","0","0"
"6","2","6","0","0","16","2.2","0.15","0","16","0","0"
"6","2","7","0","39","16","2.5","0.15","36.209","16.8","116.052","96.086"
"6","2","8","0","102","17","2.9","0.15","96.552","18.989","321.561","294.312"
"6","2","9","2","155","19","3","0.15","148.876","22.005","491.49","458.221"
"6","2","10","23","238","20","2.8","0.15","248.825","25.188","819.205","774.323"
"6","2","11","23","266","21","2.5","0.15","277.776","27.103","906.45","858.477"
"6","2","12","26","267","22","2","0.15","291.955","29.064","946.515","897.122"
"6","2","13","12","209","22","1.7","0.15","210.228","27.419","681.03","641.044"
"6","2","14","6","172","22","1.3","0.15","168.645","26.767","547.759","512.496"
"6","2","15","0","117","21","0.9","0.15","111.218","24.482","363.28","334.553"
"6","2","16","0","51","20","0.6","0.15","47.708","21.621","152.487","131.23"
"6","2","17","0","0","18","0.5","0.15","0","0","0","0"
"6","2","18","0","0","18","0.7","0.15","0","18","0","0"
"6","2","19","0","0","17","0.9","0.15","0","17","0","0"
"6","2","20","0","0","17","1.1","0.15","0","17","0","0"
"6","2","21","0","0","17","1.2","0.15","0","17","0","0"
"6","2","22","0","0","17","1.5","0.15","0","17","0","0"
"6","2","23","0","0","16","1.6","0.15","0","16","0","0"
"6","3","0","0","0","16","1.5","0.15","0","16","0","0"
"6","3","1","0","0","16","1.4","0.15","0","16","0","0"
"6","3","2","0","0","16","1.5","0.15","0","16","0","0"
"6","3","3","0","0","16","1.5","0.15","0","16","0","0"
"6","3","4","0","0","15","1.5","0.15","0","15","0","0"
"6","3","5","0","0","15","1.4","0.15","0","15","0","0"
"6","3","6","0","0","15","1.6","0.15","0","15","0","0"
"6","3","7","443","48","15","2.1","0.15","209.016","19.916","675.404","635.618"
"6","3","8","677","74","17","2.4","0.15","459.432","27.411","1586.089","1514.034"
"6","3","9","787","86","18","2.5","0.15","669.225","32.841","2243.295","2147.952"
"6","3","10","51","275","20","2.3","0.15","321.173","27.338","1057.715","1004.381"
"6","3","11","49","307","21","1.9","0.15","355.812","29.79","1158.034","1101.146"
"6","3","12","51","307","22","1.5","0.15","357.783","31.635","1155.842","1099.031"
"6","3","13","829","100","23","1.2","0.15","832.132","47.184","2606.959","2498.73"
"6","3","14","779","93","22","1.1","0.15","690.207","42.598","2221.213","2126.652"
"6","3","15","726","69","21","1","0.15","502.064","36.414","1672.827","1597.697"
"6","3","16","533","49","20","0.8","0.15","259.569","28.284","837.218","791.698"
"6","3","17","0","0","18","0.8","0.15","0","0","0","0"
"6","3","18","0","0","17","1","0.15","0","17","0","0"
"6","3","19","0","0","17","1.4","0.15","0","17","0","0"
"6","3","20","0","0","16","1.6","0.15","0","16","0","0"
"6","3","21","0","0","16","1.6","0.15","0","16","0","0"
"6","3","22","0","0","15","1.6","0.15","0","15","0","0"
"6","3","23","0","0","15","1.6","0.15","0","15","0","0"
"6","4","0","0","0","15","1.5","0.15","0","15","0","0"
"6","4","1","0","0","14","1.4","0.15","0","14","0","0"
"6","4","2","0","0","14","1.4","0.15","0","14","0","0"
"6","4","3","0","0","14","1.5","0.15","0","14","0","0"
"6","4","4","0","0","14","1.5","0.15","0","14","0","0"
"6","4","5","0","0","13","1.5","0.15","0","13","0","0"
"6","4","6","0","0","13","1.8","0.15","0","13","0","0"
"6","4","7","0","44","15","2.3","0.15","41.224","15.945","133.282","112.705"
"6","4","8","0","113","18","2.5","0.15","107.756","20.383","358.435","329.88"
"6","4","9","8","172","20","2.5","0.15","170.333","23.755","561.569","525.817"
"6","4","10","31","252","21","2.3","0.15","279.611","27.387","916.29","867.968"
"6","4","11","31","281","22","2.1","0.15","311.497","29.389","1011.125","959.442"
"6","4","12","33","282","23","1.9","0.15","314.472","30.767","1015.217","963.39"
"6","4","13","903","70","23","1.9","0.15","855.867","44.285","2716.484","2604.374"
"6","4","14","867","64","23","1.8","0.15","718.13","41.275","2327.258","2228.94"
"6","4","15","776","59","22","1.5","0.15","519.52","36.157","1734.896","1657.568"
"6","4","16","599","43","19","1","0.15","276.003","27.357","893.73","846.208"
"6","4","17","0","0","17","0.7","0.15","0","0","0","0"
"6","4","18","0","0","17","0.7","0.15","0","17","0","0"
"6","4","19","0","0","16","0.7","0.15","0","16","0","0"
"6","4","20","0","0","16","0.7","0.15","0","16","0","0"
"6","4","21","0","0","15","0.7","0.15","0","15","0","0"
"6","4","22","0","0","15","0.8","0.15","0","15","0","0"
"6","4","23","0","0","14","0.8","0.15","0","14","0","0"
"6","5","0","0","0","13","0.8","0.15","0","13","0","0"
"6","5","1","0","0","13","0.8","0.15","0","13","0","0"
"6","5","2","0","0","12","0.9","0.15","0","12","0","0"
"6","5","3","0","0","12","0.9","0.15","0","12","0","0"
"6","5","4","0","0","12","0.9","0.15","0","12","0","0"
"6","5","5","0","0","12","0.9","0.15","0","12","0","0"
"6","5","6","0","0","12","1.5","0.15","0","12","0","0"
"6","5","7","549","39","14","2.1","0.15","231.777","19.44","747.083","704.757"
"6","5","8","764","58","17","2.5","0.15","485.854","27.812","1678.638","1603.303"
"6","5","9","858","67","20","2.8","0.15","692.741","34.565","2309.736","2212.039"
"6","5","10","906","71","21","2.8","0.15","844.585","38.717","2744.651","2631.543"
"6","5","11","927","73","22","2.7","0.15","926.991","41.768","2960.435","2839.681"
"6","5","12","922","76","23","2.4","0.15","930.913","43.964","2945.29","2825.072"
"6","5","13","905","74","23","2.2","0.15","861.744","43.181","2747.13","2633.934"
"6","5","14","864","69","22","2","0.15","721.48","39.616","2353.457","2254.211"
"6","5","15","785","59","21","1.5","0.15","524.787","35.301","1758.838","1680.661"
"6","5","16","606","42","19","1","0.15","277.74","27.41","899.292","851.572"
"6","5","17","0","0","17","0.8","0.15","0","0","0","0"
"6","5","18","0","0","16","0.8","0.15","0","16","0","0"
"6","5","19","0","0","16","0.8","0.15","0","16","0","0"
"6","5","20","0","0","15","0.8","0.15","0","15","0","0"
"6","5","21","0","0","15","0.8","0.15","0","15","0","0"
"6","5","22","0","0","14","0.8","0.15","0","14","0","0"
"6","5","23","0","0","14","0.8","0.15","0","14","0","0"
"6","6","0","0","0","14","1","0.15","0","14","0","0"
"6","6","1","0","0","13","1.1","0.15","0","13","0","0"
"6","6","2","0","0","13","1.2","0.15","0","13","0","0"
"6","6","3","0","0","13","1.4","0.15","0","13","0","0"
"6","6","4","0","0","13","1.4","0.15","0","13","0","0"
"6","6","5","0","0","13","1.4","0.15","0","13","0","0"
"6","6","6","0","0","13","1.8","0.15","0","13","0","0"
"6","6","7","511","42","15","2.5","0.15","223.717","19.866","719.921","678.557"
"6","6","8","739","62","18","3.1","0.15","476.152","27.543","1645.996","1571.818"
"6","6","9","837","72","20","3.3","0.15","682.597","33.201","2287.737","2190.819"
"6","6","10","888","77","22","3","0.15","835.444","38.935","2712.494","2600.525"
"6","6","11","909","78","23","2.7","0.15","915.59","42.524","2915.345","2796.188"
"6","6","12","912","77","24","2.4","0.15","922.373","44.772","2909.132","2790.196"
"6","6","13","896","73","24","2.1","0.15","852.588","44.363","2705.375","2593.659"
"6","6","14","855","68","23","1.8","0.15","713.594","41.159","2313.476","2215.646"
"6","6","15","777","58","22","1.4","0.15","519.183","36.474","1731.771","1654.554"
"6","6","16","601","42","20","0.8","0.15","276.163","28.81","889.231","841.868"
"6","6","17","0","0","18","0.6","0.15","0","0","0","0"
"6","6","18","0","0","17","0.7","0.15","0","17","0","0"
"6","6","19","0","0","17","0.7","0.15","0","17","0","0"
"6","6","20","0","0","16","0.8","0.15","0","16","0","0"
"6","6","21","0","0","15","0.8","0.15","0","15","0","0"
"6","6","22","0","0","15","0.8","0.15","0","15","0","0"
"6","6","23","0","0","14","0.9","0.15","0","14","0","0"
"6","7","0","0","0","14","0.9","0.15","0","14","0","0"
"6","7","1","0","0","14","0.9","0.15","0","14","0","0"
"6","7","2","0","0","13","0.9","0.15","0","13","0","0"
"6","7","3","0","0","13","1","0.15","0","13","0","0"
"6","7","4","0","0","13","1.1","0.15","0","13","0","0"
"6","7","5","0","0","13","1.2","0.15","0","13","0","0"
"6","7","6","0","0","13","1.8","0.15","0","13","0","0"
"6","7","7","533","39","15","2.4","0.15","225.537","19.993","723.563","682.07"
"6","7","8","755","57","18","2.7","0.15","478.395","28.269","1649.934","1575.616"
"6","7","9","850","66","21","2.6","0.15","684.243","35.907","2269.921","2173.634"
"6","7","10","898","70","22","2.3","0.15","835.126","41.191","2688.033","2576.931"
"6","7","11","920","71","23","1.9","0.15","916.979","45.787","2882.101","2764.122"
"6","7","12","916","74","24","1.6","0.15","922.14","48.426","2865.471","2748.082"
"6","7","13","899","72","24","1.4","0.15","853.742","47.679","2672.574","2562.02"
"6","7","14","859","67","24","1.2","0.15","715.364","44.842","2284.871","2188.055"
"6","7","15","781","58","23","1","0.15","521.642","39.019","1722.389","1645.504"
"6","7","16","609","41","21","0.8","0.15","278.3","29.878","892.459","844.982"
"6","7","17","0","0","19","0.7","0.15","0","0","0","0"
"6","7","18","0","0","17","0.8","0.15","0","17","0","0"
"6","7","19","0","0","17","0.8","0.15","0","17","0","0"
"6","7","20","0","0","16","0.8","0.15","0","16","0","0"
"6","7","21","0","0","16","0.8","0.15","0","16","0","0"
"6","7","22","0","0","15","0.8","0.15","0","15","0","0"
"6","7","23","0","0","15","0.8","0.15","0","15","0","0"
"6","8","0","0","0","14","0.8","0.15","0","14","0","0"
"6","8","1","0","0","14","0.8","0.15","0","14","0","0"
"6","8","2","0","0","14","0.9","0.15","0","14","0","0"
"6","8","3","0","0","13","1","0.15","0","13","0","0"
"6","8","4","0","0","13","0.9","0.15","0","13","0","0"
"6","8","5","0","0","12","0.9","0.15","0","12","0","0"
"6","8","6","0","0","13","1.1","0.15","0","13","0","0"
"6","8","7","588","34","16","1.6","0.15","237.661","22.182","754.398","711.812"
"6","8","8","792","51","19","1.9","0.15","487.732","31.202","1664.621","1589.783"
"6","8","9","869","63","22","2","0.15","693.534","38.945","2273.785","2177.362"
"6","8","10","913","68","23","2","0.15","844.645","43.589","2692.692","2581.424"
"6","8","11","932","70","24","1.9","0.15","926.065","47.014","2895.998","2777.527"
"6","8","12","934","70","24","1.8","0.15","933.556","47.687","2909.969","2791.003"
"6","8","13","919","67","24","1.7","0.15","864.918","46.44","2721.815","2609.516"
"6","8","14","881","62","23","1.5","0.15","725.911","42.722","2339.42","2240.671"
"6","8","15","796","56","22","1.2","0.15","525.028","37.346","1746.015","1668.293"
"6","8","16","622","41","20","0.8","0.15","283.401","29.041","912.486","864.299"
"6","8","17","0","0","18","0.7","0.15","0","0","0","0"
"6","8","18","0","0","17","0.7","0.15","0","17","0","0"
"6","8","19","0","0","16","0.7","0.15","0","16","0","0"
"6","8","20","0","0","15","0.7","0.15","0","15","0","0"
"6","8","21","0","0","15","0.8","0.15","0","15","0","0"
"6","8","22","0","0","15","0.8","0.15","0","15","0","0"
"6","8","23","0","0","14","0.8","0.15","0","14","0","0"
"6","9","0","0","0","14","0.8","0.15","0","14","0","0"
"6","9","1","0","0","13","0.8","0.15","0","13","0","0"
"6","9","2","0","0","13","0.8","0.15","0","13","0","0"
"6","9","3","0","0","12","0.8","0.15","0","12","0","0"
"6","9","4","0","0","11","0.9","0.15","0","11","0","0"
"6","9","5","0","0","11","0.9","0.15","0","11","0","0"
"6","9","6","0","0","12","1.2","0.15","0","12","0","0"
"6","9","7","570","37","15","1.7","0.15","234.499","20.969","747.737","705.387"
"6","9","8","782","55","18","1.9","0.15","489.142","30.237","1675.308","1600.091"
"6","9","9","871","64","21","1.8","0.15","695.307","38.705","2281.948","2185.236"
"6","9","10","125","296","22","1.7","0.15","416.481","32.757","1355.641","1291.751"
"6","9","11","117","335","23","1.6","0.15","459.518","35.114","1477.015","1408.825"
"6","9","12","122","334","24","1.5","0.15","463.633","36.497","1481.987","1413.621"
"6","9","13","911","72","24","1.4","0.15","863.559","47.952","2700.304","2588.767"
"6","9","14","870","67","23","1.3","0.15","723.516","43.583","2323.114","2224.942"
"6","9","15","790","58","22","1.1","0.15","524.111","37.697","1740.272","1662.753"
"6","9","16","613","42","20","0.8","0.15","281.497","28.981","906.825","858.838"
"6","9","17","0","0","18","0.7","0.15","0","0","0","0"
"6","9","18","0","0","16","0.8","0.15","0","16","0","0"
"6","9","19","0","0","16","0.8","0.15","0","16","0","0"
"6","9","20","0","0","15","0.8","0.15","0","15","0","0"
"6","9","21","0","0","14","0.9","0.15","0","14","0","0"
"6","9","22","0","0","14","0.9","0.15","0","14","0","0"
"6","9","23","0","0","14","0.9","0.15","0","14","0","0"
"6","10","0","0","0","13","0.9","0.15","0","13","0","0"
"6","10","1","0","0","13","0.9","0.15","0","13","0","0"
"6","10","2","0","0","13","0.9","0.15","0","13","0","0"
"6","10","3","0","0","12","0.9","0.15","0","12","0","0"
"6","10","4","0","0","12","0.9","0.15","0","12","0","0"
"6","10","5","0","0","11","0.9","0.15","0","11","0","0"
"6","10","6","0","0","12","1","0.15","0","12","0","0"
"6","10","7","558","36","15","1.4","0.15","229.036","21.231","728.267","686.607"
"6","10","8","769","55","18","1.3","0.15","481.46","31.748","1638.937","1565.009"
"6","10","9","854","67","21","1.1","0.15","685.897","41.49","2225.771","2131.049"
"6","10","10","896","74","23","1.1","0.15","835.795","47.91","2617.649","2509.041"
"6","10","11","913","77","24","1.2","0.15","915.617","50.599","2821.067","2705.251"
"6","10","12","908","80","24","1.3","0.15","920.368","50.104","2840.056","2723.567"
"6","10","13","889","79","25","1.4","0.15","852.505","48.644","2657.784","2547.754"
"6","10","14","847","73","24","1.3","0.15","713.376","44.293","2283.303","2186.542"
"6","10","15","776","60","23","1.1","0.15","521.747","38.625","1725.364","1648.373"
"6","10","16","600","43","21","0.8","0.15","278.111","29.875","892.85","845.359"
"6","10","17","0","0","19","0.9","0.15","0","0","0","0"
"6","10","18","0","0","18","1","0.15","0","18","0","0"
"6","10","19","0","0","18","1","0.15","0","18","0","0"
"6","10","20","0","0","17","0.9","0.15","0","17","0","0"
"6","10","21","0","0","17","0.9","0.15","0","17","0","0"
"6","10","22","0","0","16","0.9","0.15","0","16","0","0"
"6","10","23","0","0","16","0.8","0.15","0","16","0","0"
"6","11","0","0","0","15","0.8","0.15","0","15","0","0"
"6","11","1","0","0","15","0.8","0.15","0","15","0","0"
"6","11","2","0","0","15","0.7","0.15","0","15","0","0"
"6","11","3","0","0","15","0.7","0.15","0","15","0","0"
"6","11","4","0","0","14","0.7","0.15","0","14","0","0"
"6","11","5","0","0","14","0.7","0.15","0","14","0","0"
"6","11","6","0","0","14","0.7","0.15","0","14","0","0"
"6","11","7","566","34","16","0.7","0.15","228.964","23.423","720.415","679.034"
"6","11","8","775","52","19","0.9","0.15","477.61","34.06","1611.477","1538.522"
"6","11","9","864","61","22","1.1","0.15","685.374","42.477","2215.967","2121.592"
"6","11","10","907","66","24","1.4","0.15","835.21","47.175","2624.753","2515.894"
"6","11","11","925","69","25","1.5","0.15","916.869","49.839","2834.789","2718.487"
"6","11","12","921","72","25","1.6","0.15","922.834","49.447","2856.264","2739.201"
"6","11","13","904","70","26","1.7","0.15","855.025","48.183","2671.622","2561.101"
"6","11","14","866","65","25","1.7","0.15","718.433","43.678","2306.164","2208.594"
"6","11","15","782","58","24","1.3","0.15","523.179","38.93","1728.251","1651.158"
"6","11","16","608","41","21","0.9","0.15","279.256","29.679","897.349","849.698"
"6","11","17","0","0","18","0.9","0.15","0","0","0","0"
"6","11","18","0","0","17","1","0.15","0","17","0","0"
"6","11","19","0","0","16","0.9","0.15","0","16","0","0"
"6","11","20","0","0","16","0.9","0.15","0","16","0","0"
"6","11","21","0","0","15","0.9","0.15","0","15","0","0"
"6","11","22","0","0","15","0.9","0.15","0","15","0","0"
"6","11","23","0","0","14","1","0.15","0","14","0","0"
"6","12","0","0","0","14","1","0.15","0","14","0","0"
"6","12","1","0","0","14","1","0.15","0","14","0","0"
"6","12","2","0","0","14","1","0.15","0","14","0","0"
"6","12","3","0","0","14","0.9","0.15","0","14","0","0"
"6","12","4","0","0","14","0.8","0.15","0","14","0","0"
"6","12","5","0","0","14","0.7","0.15","0","14","0","0"
"6","12","6","0","0","15","0.5","0.15","0","15","0","0"
"6","12","7","519","37","17","0.5","0.15","216.495","24.428","677.88","638.006"
"6","12","8","734","58","19","0.4","0.15","464.827","35.848","1555.613","1484.637"
"6","12","9","826","69","22","0.3","0.15","666.903","46.841","2116.926","2026.06"
"6","12","10","871","76","24","0.2","0.15","815.9","55.285","2477.299","2373.664"
"6","12","11","889","81","25","0.2","0.15","897.437","59.371","2663.456","2553.225"
"6","12","12","884","85","26","0.5","0.15","903.519","57.582","2700.873","2589.316"
"6","12","13","865","83","25","0.8","0.15","836.307","51.913","2571.796","2464.813"
"6","12","14","819","78","25","1","0.15","698.527","46.382","2216.003","2121.627"
"6","12","15","740","66","24","0.9","0.15","508.439","40.018","1670.518","1595.47"
"6","12","16","560","46","22","0.8","0.15","268.713","30.578","860.702","814.35"
"6","12","17","0","0","20","0.8","0.15","0","0","0","0"
"6","12","18","0","0","19","0.8","0.15","0","19","0","0"
"6","12","19","0","0","18","0.8","0.15","0","18","0","0"
"6","12","20","0","0","17","0.8","0.15","0","17","0","0"
"6","12","21","0","0","17","0.8","0.15","0","17","0","0"
"6","12","22","0","0","16","0.8","0.15","0","16","0","0"
"6","12","23","0","0","15","0.8","0.15","0","15","0","0"
"6","13","0","0","0","14","0.8","0.15","0","14","0","0"
"6","13","1","0","0","14","0.9","0.15","0","14","0","0"
"6","13","2","0","0","13","0.9","0.15","0","13","0","0"
"6","13","3","0","0","13","0.9","0.15","0","13","0","0"
"6","13","4","0","0","13","0.9","0.15","0","13","0","0"
"6","13","5","0","0","13","0.9","0.15","0","13","0","0"
"6","13","6","0","0","14","1.1","0.15","0","14","0","0"
"6","13","7","530","37","16","1.6","0.15","219.552","21.706","694.385","653.926"
"6","13","8","751","57","19","2","0.15","472.083","30.571","1614.046","1540.999"
"6","13","9","850","66","22","2.4","0.15","679.781","37.366","2243.372","2148.026"
"6","13","10","894","72","24","2.7","0.15","829.947","41.721","2666.846","2556.495"
"6","13","11","913","76","25","2.6","0.15","913.021","44.824","2881.759","2763.792"
"6","13","12","912","77","26","2.6","0.15","919.752","45.967","2887.869","2769.686"
"6","13","13","894","75","26","2.5","0.15","852.04","44.855","2698.804","2587.321"
"6","13","14","854","70","25","2.2","0.15","715.562","41.793","2314.189","2216.333"
"6","13","15","776","59","24","1.6","0.15","521.533","37.899","1729.8","1652.652"
"6","13","16","598","43","21","1","0.15","278.48","29.438","896.583","848.96"
"6","13","17","0","0","18","0.8","0.15","0","0","0","0"
"6","13","18","0","0","17","0.8","0.15","0","17","0","0"
"6","13","19","0","0","17","0.8","0.15","0","17","0","0"
"6","13","20","0","0","16","0.8","0.15","0","16","0","0"
"6","13","21","0","0","15","0.9","0.15","0","15","0","0"
"6","13","22","0","0","15","0.9","0.15","0","15","0","0"
"6","13","23","0","0","14","1","0.15","0","14","0","0"
"6","14","0","0","0","14","1","0.15","0","14","0","0"
"6","14","1","0","0","14","1","0.15","0","14","0","0"
"6","14","2","0","0","13","0.9","0.15","0","13","0","0"
"6","14","3","0","0","13","0.9","0.15","0","13","0","0"
"6","14","4","0","0","13","0.9","0.15","0","13","0","0"
"6","14","5","0","0","13","0.9","0.15","0","13","0","0"
"6","14","6","0","0","14","1.2","0.15","0","14","0","0"
"6","14","7","525","37","16","1.7","0.15","217.465","21.529","687.455","647.242"
"6","14","8","741","56","20","2.1","0.15","464.974","31.171","1585.757","1513.713"
"6","14","9","829","68","23","2.7","0.15","666.568","37.266","2200.403","2106.579"
"6","14","10","867","77","24","3.3","0.15","812.555","39.681","2632.385","2523.255"
"6","14","11","880","84","25","3.4","0.15","891.85","41.92","2848.341","2731.559"
"6","14","12","876","87","26","3.5","0.15","898.038","42.77","2856.531","2739.459"
"6","14","13","858","84","25","3.4","0.15","831.425","40.786","2676.868","2566.161"
"6","14","14","815","77","25","3.2","0.15","694.809","38.649","2274.78","2178.321"
"6","14","15","699","74","24","2.5","0.15","494.354","34.993","1655.828","1581.302"
"6","14","16","480","55","21","1.4","0.15","249.581","27.872","808.693","764.184"
"6","14","17","0","0","19","1","0.15","0","0","0","0"
"6","14","18","0","0","19","1","0.15","0","19","0","0"
"6","14","19","0","0","18","0.9","0.15","0","18","0","0"
"6","14","20","0","0","18","0.9","0.15","0","18","0","0"
"6","14","21","0","0","17","0.9","0.15","0","17","0","0"
"6","14","22","0","0","16","0.9","0.15","0","16","0","0"
"6","14","23","0","0","16","1","0.15","0","16","0","0"
"6","15","0","0","0","16","1","0.15","0","16","0","0"
"6","15","1","0","0","15","1","0.15","0","15","0","0"
"6","15","2","0","0","15","1","0.15","0","15","0","0"
"6","15","3","0","0","15","1","0.15","0","15","0","0"
"6","15","4","0","0","15","1","0.15","0","15","0","0"
"6","15","5","0","0","15","1.1","0.15","0","15","0","0"
"6","15","6","0","0","15","1.4","0.15","0","15","0","0"
"6","15","7","432","44","17","1.8","0.15","196.575","21.899","621.402","583.529"
"6","15","8","666","71","20","2.4","0.15","442.762","30.036","1513.685","1444.195"
"6","15","9","768","86","23","3.1","0.15","647.41","35.935","2146.119","2054.219"
"6","15","10","280","278","24","3.4","0.15","535.915","34.146","1751.384","1673.471"
"6","15","11","263","324","25","3.6","0.15","590.426","35.821","1908.317","1824.843"
"6","15","12","275","316","25","3.8","0.15","594.639","35.575","1923.991","1839.962"
"6","15","13","0","28","24","3.7","0.15","26.025","24.469","77.969","59.352"
"6","15","14","0","22","23","3.4","0.15","20.425","23.386","61.283","43.257"
"6","15","15","0","15","22","2.8","0.15","13.906","22.291","41.673","24.342"
"6","15","16","0","6","21","2","0.15","5.553","21.135","15.993","0"
"6","15","17","0","0","19","1.4","0.15","0","0","0","0"
"6","15","18","0","0","18","1.1","0.15","0","18","0","0"
"6","15","19","0","0","17","0.9","0.15","0","17","0","0"
"6","15","20","0","0","17","0.9","0.15","0","17","0","0"
"6","15","21","0","0","17","0.8","0.15","0","17","0","0"
"6","15","22","0","0","16","0.7","0.15","0","16","0","0"
"6","15","23","0","0","16","0.7","0.15","0","16","0","0"
"6","16","0","0","0","15","0.7","0.15","0","15","0","0"
"6","16","1","0","0","15","0.7","0.15","0","15","0","0"
"6","16","2","0","0","15","0.6","0.15","0","15","0","0"
"6","16","3","0","0","14","0.5","0.15","0","14","0","0"
"6","16","4","0","0","14","0.4","0.15","0","14","0","0"
"6","16","5","0","0","14","0.4","0.15","0","14","0","0"
"6","16","6","0","0","14","0.5","0.15","0","14","0","0"
"6","16","7","0","47","16","0.7","0.15","44.834","17.477","143.852","122.901"
"6","16","8","15","125","18","0.5","0.15","128.565","22.499","428.008","396.987"
"6","16","9","25","192","19","0.2","0.15","203.092","26.762","667.265","627.767"
"6","16","10","249","281","21","0.4","0.15","513.291","39.44","1639.894","1565.932"
"6","16","11","236","328","22","0.7","0.15","559.041","40.402","1771.865","1693.227"
"6","16","12","256","319","22","1","0.15","580.638","39.659","1846.807","1765.513"
"6","16","13","256","291","22","1.1","0.15","535.93","37.912","1721.455","1644.602"
"6","16","14","250","236","22","1","0.15","442.721","35.508","1443.445","1376.443"
"6","16","15","236","160","21","0.8","0.15","311.991","31.063","1040.686","987.956"
"6","16","16","183","76","20","0.5","0.15","154.826","25.393","503.762","470.058"
"6","16","17","0","0","20","0.3","0.15","0","0","0","0"
"6","16","18","0","0","19","0.3","0.15","0","19","0","0"
"6","16","19","0","0","18","0.5","0.15","0","18","0","0"
"6","16","20","0","0","17","0.7","0.15","0","17","0","0"
"6","16","21","0","0","16","0.7","0.15","0","16","0","0"
"6","16","22","0","0","16","0.7","0.15","0","16","0","0"
"6","16","23","0","0","16","0.7","0.15","0","16","0","0"
"6","17","0","0","0","15","0.8","0.15","0","15","0","0"
"6","17","1","0","0","15","0.8","0.15","0","15","0","0"
"6","17","2","0","0","15","0.8","0.15","0","15","0","0"
"6","17","3","0","0","15","0.8","0.15","0","15","0","0"
"6","17","4","0","0","15","0.9","0.15","0","15","0","0"
"6","17","5","0","0","15","1","0.15","0","15","0","0"
"6","17","6","0","0","15","1.5","0.15","0","15","0","0"
"6","17","7","0","36","17","2.1","0.15","33.422","17.795","105.646","86.048"
"6","17","8","0","99","20","2.3","0.15","93.9","22.157","308.666","281.874"
"6","17","9","3","153","22","2.2","0.15","147.896","25.452","482.082","449.146"
"6","17","10","9","191","24","1.9","0.15","189.868","28.695","610.923","573.422"
"6","17","11","12","212","25","1.5","0.15","213.524","30.748","681.054","641.067"
"6","17","12","212","327","26","1.2","0.15","537.881","41.563","1694.061","1618.179"
"6","17","13","209","299","27","1.1","0.15","493.879","41.658","1558.426","1487.351"
"6","17","14","200","245","26","0.9","0.15","406.523","38.722","1303.963","1241.904"
"6","17","15","196","164","25","0.7","0.15","286.412","34.489","938.744","889.627"
"6","17","16","150","77","24","0.6","0.15","143.757","28.869","460.641","428.465"
"6","17","17","0","0","22","0.6","0.15","0","0","0","0"
"6","17","18","0","0","21","0.7","0.15","0","21","0","0"
"6","17","19","0","0","20","0.8","0.15","0","20","0","0"
"6","17","20","0","0","19","0.9","0.15","0","19","0","0"
"6","17","21","0","0","18","0.9","0.15","0","18","0","0"
"6","17","22","0","0","17","0.9","0.15","0","17","0","0"
"6","17","23","0","0","16","0.8","0.15","0","16","0","0"
"6","18","0","0","0","16","0.8","0.15","0","16","0","0"
"6","18","1","0","0","15","0.8","0.15","0","15","0","0"
"6","18","2","0","0","15","0.9","0.15","0","15","0","0"
"6","18","3","0","0","15","0.9","0.15","0","15","0","0"
"6","18","4","0","0","14","1","0.15","0","14","0","0"
"6","18","5","0","0","14","1","0.15","0","14","0","0"
"6","18","6","0","0","15","1.3","0.15","0","15","0","0"
"6","18","7","493","38","17","1.7","0.15","208.255","22.292","654.055","615.025"
"6","18","8","724","59","20","1.8","0.15","456.964","31.673","1554.882","1483.932"
"6","18","9","824","69","23","1.9","0.15","661.849","39.507","2165.723","2073.129"
"6","18","10","869","76","25","1.7","0.15","811.205","46.054","2561.561","2454.941"
"6","18","11","887","80","26","1.7","0.15","892.465","49.135","2767.981","2654.046"
"6","18","12","883","84","27","1.7","0.15","900.645","50.343","2777.289","2663.024"
"6","18","13","862","82","26","1.8","0.15","833.015","47.154","2613.491","2505.03"
"6","18","14","816","78","26","1.7","0.15","697.808","44.138","2234.211","2139.19"
"6","18","15","728","68","25","1.3","0.15","506.071","39.439","1666.111","1591.22"
"6","18","16","545","48","22","0.9","0.15","267.717","30.331","860.695","814.343"
"6","18","17","0","0","20","0.8","0.15","0","0","0","0"
"6","18","18","0","0","19","0.9","0.15","0","19","0","0"
"6","18","19","0","0","18","0.9","0.15","0","18","0","0"
"6","18","20","0","0","18","0.9","0.15","0","18","0","0"
"6","18","21","0","0","18","0.9","0.15","0","18","0","0"
"6","18","22","0","0","17","0.8","0.15","0","17","0","0"
"6","18","23","0","0","17","0.8","0.15","0","17","0","0"
"6","19","0","0","0","16","0.8","0.15","0","16","0","0"
"6","19","1","0","0","15","0.7","0.15","0","15","0","0"
"6","19","2","0","0","15","0.7","0.15","0","15","0","0"
